,text,
1777,First day back and missing the lads mbsblue @MrMatthewDuke 👖😭 @ Diesel https://t.co/tJpoF3R6Xm,
1778,"Are you planning on coming back to Sweden,Gothenburg  soon? @HarrisJOfficial #AskHarrisJ",
1779,@Glochenvar this is why the right always wins. they only give a fuck about the money.,
1780,Thanks 😌😌 https://t.co/fNgtimRDNl,
1781,@AishahMak @itvnews if a falling dresses falls does it not make a noise?,
1782,@jonathanwalsh_ I see fair enough,
1783,"'And it was all yellow'

#virginiawater #dogwalk #brotherandsister #instadad #instaparent… https://t.co/OOjOmgSZGp",
1784,@bromethazine @tkoola The fish button alone…,
1785,"'And it was all yellow'

#virginiawater #dogwalk #brotherandsister #instadad #instaparent… https://t.co/5o4O8gvx84",
1786,@vicksldn sharrap,
1787,@Dogearedtatty good luck on your 1st day.,
1788,I am back from the shop. I survived. My Survival Memoirs will be released sometime in the spring.,
1789,@jotalbotbowen @TheMuttonClub Interesting re: menopause and strange they and pilot whales along with us only ones to go through menopause,
1790,Slow cooked lamb. Yum @ Shotgun Barbecue https://t.co/WwPd0S7cke,
1791,"I'm at @HarveyNichols in Kensington, Greater London https://t.co/GfjgOHqGxv",
1792,"@thomasthetaxi no wonder they use uber, there cost £60-00, my mate done it that's what he paid....",
1793,Ahhhh....  Kids back at school. People back to work. Nice to have some normality back 😊,
1794,We hope @ListerSchool students are enjoying the last days of the winter break...we're busy decorating the Music Dep… https://t.co/50SMmkdxzE,
1795,HOW!!?? How can you ask us to choose between Len Goodman and Mary Berry for 'Best Judge' at the @OfficialNTAs !? Both should win! Right?x,
1796,Our first shoot of 2017 Contact Us for a January Special Deal Package just for you #Londonislovinit  #uksopro… https://t.co/EMieo2xEMb,
1797,I was listening to original pirate material and then smash things up came on after and I didn't realise the album h… https://t.co/gtpoqB8zcD,
1798,they hide but ride on music 🤔,
1799,"Want to #win this #beauty bundle?

Head to my Instagram &amp; follow 👉🏻Bec_Boop👈🏻 #giveaway will be launched tonight!… https://t.co/pCqDjIjnUm",
1800,The finished photos of this built in wardrobes with hanging space and draws. 🔨 #carpenter… https://t.co/1VPxAfrJVH,
1801,@StiofanOb @TheDaisyCutter1 Wenger despite not winning prem for a decade seems to get off more lightly and he's at a huge club,
1802,@Eternal_Collect fingers crossed :) xxxxxxxxx,
1803,@FundingShared Thanks for following and great to connect in the property industry. Drop us a like at https://t.co/7rA7m6QIey #happytoreturn,
1804,"Happy New Year!! Let’s welcome the New Year 2017! We wish you great dental health and a bright, healthy smile. https://t.co/mfZL7Ygs9C",
1805,Adjusted #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1806,Welcome to @amanda_spielman from the #WomenEd community https://t.co/kvC7aFPs9U,
1807,"@h8modernlife @AaronBastani @38_degrees @pocketricks Yep.No doubt in my mind that petition was deliberately ""spoiled"" to justify removal",
1808,@mpwglasgow Thanks for following! Will 2017 be the year you find your DREAM #Cotswolds home? Like us at https://t.co/7rA7m6z6PY...,
1809,Looooool as https://t.co/pvu9LuqkmS,
1810,@southbankcentre I've emailed and phoned asking for advice on accessing info on the new website. Not getting any useful answers...help!,
1811,First time at the giant Kensington Whole Foods today! 💚 Had to go for a giant vegan burrito… https://t.co/knVNcGiwWo,
1812,".@ByCaprice - I read it on the @MetroUK app earlier this morning.

Very nice place it is. I know that part of Notti… https://t.co/Ug7pGHiy9B",
1813,This should help you find some #TuesdayMotivation on your #FirstDayBack @VillaPlusNews https://t.co/UlRN72ciAM,
1814,@MissTwice it's just snobbery. I don't trust anyone who is rude to waiters/hospitality/secretary staff etc.,
1815,"Navy Penhurst Cut &amp; Sew tee &amp; Jellyfish Nebula leggings!
In store now!

@dannikadj for… https://t.co/e5CYEr2P7f",
1816,"SNOH AALEGRA - Don't Explain
@snohaalegra 
https://t.co/rEIPXcdLrP https://t.co/yHOQuKDrhW",
1817,@jonathanwalsh_ sounds like a tidy technical footballer what Monk &amp; Clotet like,
1818,@BESTFITMagazine @HuromJuicers Good luck all ! :) xxxxxxxxxxx,
1819,Tottenham Away ticket sorted 🙌🙌🙌🙌💃💃💃💃 so so so amped!!!! Looks like I'll be at White Hart Lane afterall  @Dealious @AzoleTheDrug,
1820,What a bloke. https://t.co/Cy6iObapB3,
1821,It's time for new years resolutions! Have your decided yours? #Whats StoppingYou https://t.co/ecF7Eoq5k3,
1822,@laurenciccone thank you,
1823,Bye bye London / off 2 Kuwait 💔 https://t.co/trNiMX2Jxk,
1824,"Charles Grant, @cer_grant is now trending in #London

https://t.co/oFdj9I1MWa https://t.co/M8Cj1pHRid",
1825,"@Helicule Orchestra Of The Age Of Enlightenment at St John's, Smith Square (Apr 14, 2017) https://t.co/ID2rl7w4Ix https://t.co/XiUGuuhgPc",
1826,Are you joining @KineticFitness_ on the #100DayFitnessChallenge? https://t.co/lx6rMwQ1pb,
1827,"Trauma is complicated and it often has positive effects. So let's not diagnose all #refugees w PTSD, thanks. https://t.co/fOzAZNIKtx",
1828,We bought a Roku stick yesterday and subscribed to Netflix. I may never work again.,
1829,cutie pie https://t.co/wTQF3ujJoW,
1830,"Cardiff (A) Kermogant (90+)

Ipswich (H) Williams (90+)

Blackburn (A) Evans (90+)

Bristol City (A) Kermogant (90+)

We love a late winner.",
1831,@SocialBlastLtd Thanks for following! Will 2017 be the year you find your DREAM #Cotswolds home? Like us at https://t.co/7rA7m6QIey...,
1832,"It's all part of being a ""Fake"" Aunt &amp; Uncle! https://t.co/VhOPbyiQRy",
1833,Abbreviated #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1834,@RobHarris I've since read through and its media like this that give you guys a bad name,
1835,Our new stand design is taking shape! @londonboatshow #yacht #marine #superyachtyourproject… https://t.co/7XhrOcO6oh,
1836,"Some little shit on a shitty bicycle decided to do a wheelie on my side of the road, thinking I'd move, he was wrong.....",
1837,Forest strolls with this one 🐺 @ Grim's Dyke https://t.co/03qDGM68Xu,
1838,Great to have my work buddy Derick back with me today 🐶 😍🐶 #vanlife… https://t.co/ukHXVhs50C,
1839,@bbcnickrobinson Either way it looks shambolic - #TheresaMay and her hapless bunch of pirates look woefully ill equipped,
1840,@BeckiiCruel shit! Had I known you baked them I would've tried T_T,
1841,"⚡ Speakers worn around your neck? It must mean the return of CES

https://t.co/SgcYa7YAFu",
1842,How's your fitness plan going? Do you need help? FREE Trial Class @synergy81fit #chessington Book Now… https://t.co/lkOheAPv0z,
1843,@the_nightbus @purenift @Tfor_Trouble your outfit was eeerrrrrhing too! Rimming a cute boy to Into You means u got luckiest that evening tho,
1844,@SameiHuda @DrFulli @profjamiehh There's always a first for everything 😂😂,
1845,Slyly wanna be like this this week https://t.co/OICc2lv6oF,
1846,When you're home sick on the sofa &amp; you receive a card in the mail from one of your best pals… https://t.co/GcyMY9YdpS,
1847,Acted #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1848,@EliseHarper87 Thanks for following! Will 2017 be the year you find your DREAM #Cotswolds home? Like us at https://t.co/7rA7m6QIey...,
1849,@GeorgeSessions loose use of the word 'played' there George.,
1850,thank you for your continued support @PatACakeParties ! x,
1851,She's got really broad nails,
1852,"⚡ Vinyl records made a comeback in 2016 🎼

https://t.co/M53PtoEmGY",
1853,"Are you planning on coming back to Sweden,Gothenburg  soon????? @HarrisJOfficial #AskHarrisJ",
1854,Working in Wilton Place tomorrow #primelocation #London #windowcleaning #knightsbridge… https://t.co/ScMTefHy9v,
1855,@riiri_senpai you're just awesome ^^,
1856,@Mattwinton1 @PeterJeffery7 @WestLondonSport How does this get out even IF this is true?,
1857,"@bonniepipkin @prodnose 
Should have gone to Specsavers!",
1858,@DavoDav1997 lol u were liking the pull and bear tweets,
1859,Abducted #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1860,"@CarolineHirons @bloglovin Ah how exciting, congratulations!",
1861,Molds for coffe #costa #photography #coffe #molds #london #takeaway #uk #unitedkingdom #day… https://t.co/d4GK3fOAFL,
1862,"I'm at IT Lab in Smithfield, London https://t.co/cRwZdHfYL7",
1863,"@Nbaker86 We will be at Easter time, however we can fit for the new product now - Silvermere is a @TaylorMadeTour Performance Studio",
1864,Now playing new release @YouMeAtSix Night People out this Friday 6 January on deluxe hardback book CD &amp; vinyl with… https://t.co/oClcKAabsB,
1865,@AJWwhit Thanks for following! Will 2017 be the year you find your DREAM #Cotswolds home? Like us at https://t.co/7rA7m6QIey...,
1866,@Jp_wise Looking to write about London's year in startups and VC for @Geektime. Available to speak?,
1867,GO WATCH https://t.co/ZPG1SuLc3B,
1868,This mindset is hypocritical to have Tbh you can't expect something of someone that you yourself dont practise https://t.co/WOhtUIfx2c,
1869,Whenever I listen to Set It Off - Big Daddy Kane I feel as if I'm in a squat rave 😂,
1870,Many schools have inset today...teamwork and mutual encouragement goes far to make it through the next term #education,
1871,That blue is speaking to my soul 💙 https://t.co/1StgrbRa03,
1872,@Nick_Hewer Still in the middle of ChristmassTide lets not go the way of @BBCNews,
1873,@JayLambert16 Hahahah ffs😂 thank you mate x,
1874,"Them: So what's your New Years resolution 
Me: if it ain't broke don't fix it! * Mic drop*",
1875,@housie @bakedincakes @Aliis27 maybe at the weekend,
1876,@Mollyvanw and this is why I love you xoxoxo,
1877,#onthewall this week... the #architecture of #AlexanderGreekThompson in #Glasgow #milktuesdaymeeting https://t.co/vRXWqzoy02,
1878,Ive bought a tree house in a swamp. I'm going to turn it into a Medieval- themed Spanish restaurant. I'm calling it 'The Bayou Tapas Tree',
1879,"NEXT THURSDAY. FREE B4 11, £5 B4 Midnight £7 after. BRING I.D @ Ace Hotel London Shoreditch https://t.co/oF3KXgRnw8",
1880,Hello ✌ @ London City https://t.co/yfsIWws0lo,
1881,Just posted a photo @ Hampton Court Palace https://t.co/AfTffoaaCz,
1882,@taylaxshleigh Thank you pal x,
1883,Ling ling done fucked up her finger 😭 https://t.co/jD1nhJivpj,
1884,Whales &amp; dolphins form deep family bonds! It is cruel to take them for captivity/kill them! https://t.co/6mmHypJige https://t.co/fvYrhuNhtW,
1885,"@LindseyGrahamSC  you have got a big mouth in respect of the representation you hold! 
@KellyannePolls… https://t.co/R8iPIsGoFl",
1886,@J_Aribo19 you've a very bright future  ahead.  Hope you can stick around CAFC for a long time.,
1887,Then they come &amp; say y'all didn't knack 😴 https://t.co/FtMxD1ijAw,
1888,Admitted #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1889,"Krakow bound. Time to fly! (@ London @HeathrowAirport in Hounslow, Greater London) https://t.co/xjbOhksLnG",
1890,@PropertyIQLTD Thanks for following and great to connect in the property industry. Give us a like at https://t.co/S5N7VlW7Bi #happytoreturn,
1891,https://t.co/lML5h092ik Go watch and thumbs up @CaaseyBarker new vlog!!💞 https://t.co/mJnZEfus2p,
1892,@helfkndoes We can do this!,
1893,@spaceanswers Fabarooooo Everything crossed :) xxxxxxxxxx,
1894,A few photos from early New Year's Eve before the carnage began. Thank you to everyone who came… https://t.co/HN6tG0GClg,
1895,"In 1825, rural Ireland was gripped by millenarianism inspired by the ""Prophecies"" of Pastorini, promising destruction of Protestantism.",
1896,"If you're considering switching mobile network, avoid @VodafoneUK like the plague. When they have your bank details, they plunder it at will",
1897,@StiofanOb @TheDaisyCutter1 yes but I think they know who they might get a more pronounced reaction from,
1898,Just had a really great naked burrito from @tortilla #newyearnewburrito #guacamole80pextra #delicious #nutritious #grateful,
1899,@JDhelpteam order placed b4 Xmas and not received anything from you since then! Nobody answers the customer phone. order number: 142206456,
1900,Are you planning on coming back to Sweden  soon? @HarrisJOfficial #AskHarrisJ,
1901,Never been more desperate for 3:00 so I can make an appointment with my  doctor 😩😩😩,
1902,Great band. Great Album. Great song. https://t.co/otT9jGJgyH,
1903,I'll never get most people's mindset,
1904,"Captive born dolphins forcibly weakened, taken from mother, shipped away separated for life #dolphinangels RT https://t.co/Bbx4iQxkQb",
1905,"Wee jaunt to the countryside 🐎🐎 #oxforduk @ The Blenheim Palace, Oxford https://t.co/flEyZlOIKI",
1906,@SheWore @KodiMeUK I'll do it for people a tenner straight up plus fares lol,
1907,My fave😂❤️😂❤️ https://t.co/GE3TCp8rRy,
1908,Anyone else see the state of that #Saintsfc fan at the cricket in Australia 😂😂,
1909,6weeks to go! Thanks 2 iismail46 Beast kebab in stokey always supporting the #Teamsd #repyourboy… https://t.co/DQfZSHV0HV,
1910,Enough Italian press on @massimobottura for u? If you're able u might like to see him talk live at @identitagolose… https://t.co/yJBRe1Tp4K,
1911,"And the ghosts have the Shubert...
#matildabroadway #theemptyspace https://t.co/f8edRWZG9h",
1912,"#Weybridge Burglaries Instill Fear in Locals' Minds - Roisin McEvoy, St George's #Weybridge - ... https://t.co/iiK24p23QT",
1913,Ed Sheeran doesn't help himself become any less boring with his album covers does he,
1914,Administrated #ALDUBSoars2017 https://t.co/RD4qkmguUi,
1915,@JCartmellMRICS called you back you weapon! 🔫,
1916,@CaaseyBarker 84th like :),
1917,R u in NYC? Fancy some Full Moon eclipse shenanigans? https://t.co/wsdc8uhhG9,
1918,@andrew_cryer @BristolPCity @BristolPost that 'handful' may buy the paper and represent a circulation increase #buyyourlocalnewspaper,
1919,Just posted a photo @ Emirates Air Line Greenwich Peninsula Terminal https://t.co/d1K9qpnM9O,
1920,"U want to see dolphins, wild &amp; free where they belong? Contact Izumi Ishii https://t.co/vOj8IH1o3o #DolphinAngel RT https://t.co/FmdM0ibm1o",
1921,@harwood_steve let's just wait and see😉,
1922,Southwest1 https://t.co/fdR1Ntumuf,
1923,@LeCreusetFiend @matkinsj Do you think we've got an ambassador to Eurovision and FIFA?,
1924,Heading back home to #NewYork after an amazing #NYE in London with dear friends. americanair… https://t.co/r3b48qSyhN,
